OfficeName,Pincode
Babnapur BO,241001
Odra BO,241001
Eja BO,241001
Kurria BO,241001
Neer BO,241001
Sursa BO,241001
Sakatpur BO,241001
Atwa Kataiya BO,241121
Bharayal BO,241121
Goe BO,262545
Khet BO,262545
Marchha BO,262545
Nagling BO,262545
Pamsyari BO,262551
Baberpur BO,246729
Gangu Nagla BO,246729
Dunda Sumali BO,243201
Girdharpur BO,243201
Pachpera BO,243201
Naugawan Thakuran BO,243402
Sarau BO,243402
Sardar Nagar Ghat BO,243402
Baljati BO,243003
Deochara BO,243401
Chourabaid BO,722136
Gholgoria BO,722136
Kantapahari BO,722136
Louda BO,722136
Nischintapur BO,722136
Sargakhet BO,263137
Sunderkhal BO,263132
Ratighat BO,263135
Simrar BO,263135
Gethia BO,263127
Dhyari BO,263138
Devdwar BO,263158
Amjhar BO,263157
Dalkania BO,263157
Padampur BO,263157
Surang BO,263157
Talli Pokhari BO,263157
Kantabari BO,722122
Muninagar BO,722122
Rahagram BO,722122
Raibaghini BO,722122
Salda BO,722122
Bhara BO,722157
Chumosina BO,722157
Ichharia BO,722157
Lokhesole BO,722157
Chandra BO,722132
Kesiara BO,722133
Kukhrajhore BO,722133
Kultuka BO,722133
Kusthalia BO,722133
Salroha BO,722133
Gobindadham BO,722133
Ranipur BO,722133
Pali BO,722134
Parkura Anara BO,722134
Bansichandipur BO,722154
Basubati BO,722154
Bhagaldighi BO,722154
Gunpura BO,722135
Hijlitilabani BO,722135
Jhilimili BO,722135
Kamo BO,722135
Behar BO,722205
Charigram BO,722205
Sashpur BO,722205
Karisunda BO,722205
Kusmuri BO,722205
Purusottampur BO,722136
Layekpara BO,722151
Amritpara BO,722207
Khanpur BO,243202
Atarchhedi BO,243302
Gaini BO,243302
Naugawan Bramhanan BO,243302
Birsinghpur BO,722207
Nabasan BO,722207
Nutanbalarampur BO,722207
Jagadara BO,277124
Pakari BO,277124
Durjanpur BO,277208
Gonhia Chapra BO,277208
Kusauri BO,277209
Puras BO,277211
Rohuan BO,277211
Chetankishor BO,277303
Gosain Pur BO,277303
Karmauta BO,277303
Kazipur BO,277303
Berni BO,244411
Chhawara BO,244411
Dugawar BO,244304
Dulapur Urf Darapur BO,244304
Madala Fatehpur BO,244304
Satupura BO,244304
Anchora  Kamboh BO,244304
Harthala BO,244102
Khaspur BO,244102
Saifni BO,244411
Syaundara BO,244411
Thaonla BO,244411
Daryal BO,244925
Dhanupura BO,244925
Lambakhera BO,244925
Mewla Kalan BO,244925
Pipli Nayak BO,244925
Ramnagar Latifpur BO,244925
Udmawala BO,244925
Asalatpur Jarai BO,244412
Barauli Rustampur BO,244412
Gumthal BO,244412
Kaithal BO,244412
Saralia BO,722152
Harmasra BO,722152
Omarpur BO,731222
Sidhori BO,731222
Barajonepur BO,743145
Chandua BO,743145
Majhipara BO,743145
Saliadaha BO,743145
Keotia BO,743126
Gurdah BO,743127
Mondalpara BO,743127
Chandpur Leningarh BO,700110
D P Nagar BO,700083
Gopalpur BO,722136
Arjunpur BO,700059
Chakpanchuria BO,700156
Palashboni BO,722152
Biborda BO,722152
Khalagram BO,722152
Ratanpur  BO,722152
Kukara BO,251001
Pachanda Kalan BO,251001
Sher Nagar BO,251001
Datiyana BO,251001
Rampur BO,251001
Bhanera BO,247771
Sonarkundu BO,731243
Dantura BO,731221
Dadpur BO,731223
Swadhinpur BO,731223
Srirampur BO,731222
Kanserhat BO,731121
Adlabad BO,262903
Janaghati BO,721506
Saria BO,721506
Bamal BO,721516
Belatikri BO,721516
Dharampur BO,721516
Lakhun BO,262722
Pakaria BO,262722
Midania BO,262701
Usha Form BO,262801
Hindustan Farm BO,262801
Bel BO,261501
Karanpur BO,261501
Palaiyur B.O,639004
East Thavittupalayam B.O,639113
Nanjaipugalur B.O,639113
Puliyur B.O,639114
Uppidamangalam B.O,639114
Chinnavangalampalayam B.O,639206
Karunellivalasu B.O,639206
Monjanur B.O,639206
Mookanankurichi B.O,639005
Puthambur B.O,639003
Thalapatti B.O,639003
Vettamangalam B.O,639117
K.Pitchampatti B.O,639118
Porani B.O,639118
Kadaparai B.O,639006
N.Poolampatti B.O,621302
Pannipatti B.O,621302
Kallupatti B.O,621305
Yagapuram B.O,621305
Kovakulam B.O,639102
Mai BO,244412
Ambala  City Kucthery S.O,134003
Baldev Nagar S.O,134007
D.A.V.College S.O,134003
Geeta Nagri S.O,134007
Jandli S.O,134005
Preet Nagar S.O (Ambala),134003
Barara S.O,133201
Bihta S.O (Ambala),133101
Hargolal S.O,133001
Ind estate S.O,133006
Kesri S.O,133102
Palam Vihar S.O (Ambala),133001
Biyasi BO,246161
Moxan Uniyal BO,246161
Gadigaon BO,246162
Pinani BO,246162
Srikotkhal BO,246169
Gadiyunpul BO,246179
Takolikhal BO,246179
Bariyun BO,246172
Dandatalla BO,246172
Kandakhal Kauriya BO,246172
Sanglakoti BO,246172
Bangar BO,246278
Seramalla BO,246278
Kadola BO,246177
Girgaon BO,246001
Khandah BO,246001
Bareth BO,246130
Chaunra BO,246130
Bharsar BO,246123
Buransi BO,246123
Kalon BO,246123
Sandeo BO,262551
Saugaon BO,262551
Chaunala BO,262522
Chaurpal BO,262522
Chitgal BO,262522
Daulawalia BO,262522
Mauna BO,262522
Naichuna Bussail BO,262522
Nali BO,262522
Nanoli BO,262522
Bhangar Gobindapur  BO,743502
Bhangar Narayanpur BO,743502
Bantra BO,743337
Barpathar S.O,785602
Baruabamungaon S.O,785618
Dergaon Chariali S.O,785614
Dhekial S.O,785622
Furkating S.O,785610
Dakhin Pat Satra S.O,785102
Jengraimukh S.O,785105
Chapakhowa S.O,786157
Dinjan S.O,786189
Kakapathar S.O,786152
Makum Junction S.O,786170
Makum Pathar S.O,786187
Parbotia S.O,786125
Sukriting S.O,786159
Bele Durganagar BO,743337
Kamaria BO,743337
Kripakhali BO,743337
Maydah BO,743337
Barashi BO,743349
Baribhanga Abad BO,743349
Biswanathpur BO,743349
Digambarpur BO,743349
Tetaria Factory SO,845436
Evur B.O,621202
Devimangalam B.O,621112
Pallividai B.O,621112
Cholanganallur B.O,621213
Kilianallur B.O,621213
Pukkathurai B.O,621213
Melur B.O,620006
Arangoor B.O,621215
Minnathampatti B.O,621215
Sangampatti B.O,621001
Senappanallur B.O,621001
Sirunavalur B.O,621001
Vishalakshi Ammal Samudram B.O,621001
Ponnusangampatti B.O,621206
Kinathur B.O,621002
Keoti Ranway SO,847121
Postal Traning Centre SO,846005
Saramohanpur SO,846007
Singhwara SO,847123
Anandpur SO,847101
Baheri SO Darbhanga,847105
Benta South SO,846003
Hayaghat Bilashpur SO,847301
Imambari SO,846001
Kusothar SO,847429
Laheriasarai Court SO,846001
Lohna Road SO,847407
Adapur SO,845301
Bakarpur Jagat SO,845413
Manickapuram B.O,639102
K.Pudupatti B.O,639105
Karuppathur B.O,639105
Kuppureddipatti B.O,639105
Poigaipatti B.O,621306
Barail BO,225001
Fattapur Kalan BO,225401
Rasoolpur BO,225401
Dandoopur BO,225416
Mansara BO,225416
Paigamberpur BO,225416
Silhaur BO,225416
Itaura BO,225403
Qyampur BO,225403
Pahroopur BO,225404
Baburi Gaon BO,225301
Kasimganj BO,225301
Kondari BO,225301
Narain Bhari BO,225301
Shafipur BO,225301
Madhopur BO,225003
Chaubeesi BO,225124
Kamela BO,225124
Ruknuddinpur BO,225124
Sarai Rawat BO,225124
Barauli Malik BO,225121
Bhayara BO,225204
Bindaura BO,225204
Budhwara BO,225204
Digsari BO,225409
Dilauna BO,225409
Hakami BO,225409
Bhelwa Circle SO,845315
Dhaka SO,845418
Manguraha SO,845458
Mehsi SO,845426
Gheri Keorakhali BO,743349
Gheri Raipur BO,743349
Gurudaspur BO,743349
Kailaspur BO,743349
Madhya Gurguria BO,743349
Madhya Monirtat BO,743349
Manirtat BO,743349
Meherpur BO,743349
Daudpur Hatkhola BO,743611
Gabberia Daudpur BO,743611
Irkona BO,713428
Masidpur BO,713428
Kenna BO,713401
Sanchra BO,713401
Muratipur BO,713121
Badla BO,713122
Bhuera BO,713152
Uttarramnagar BO,713152
Kalanabagram BO,713124
Balgona Tulshidanga BO,713520
Hossainpur BO,713125
Kherur BO,713125
Barabelun BO,713125
Kurumba BO,713126
Saha Basantapur BO,713126
Gramdighi BO,713127
Mohanpur BO,713127
Kurmitha BO,731121
Mangaldihi BO,731121
Netaipur BO,731121
Ikra Hazrapur BO,731201
Kheyerpara BO,731201
Konarpur BO,731201
N.S.I.T. Dwarka S.O,110078
Khichka BO,722151
Hamirhati BO,722207
Kundapuskarani BO,722207
Rapatganj BO,722207
Dipara BO,722207
Chingani BO,722152
Khulyamuri BO,722152
Pratappur BO,722152
Maya Puri S.O,110064
Kanaighat BO,731222
Paharpur BO,722205
Palashi BO,743145
Kushdanga BO,743126
Kandithampettai B.O,614018
Nallikottai B.O,614018
Periyakuruvadi B.O,610206
Muvarkottai B.O,614019
Sadayarkoil B.O,614019
Handa Basehri BO,271865
Nawab Ganj Alia Bad BO,271865
Rahmatogaon BO,271865
Umaria BO,271865
Kashijot BO,271871
Lalpur BO,271806
Mankapur Kala BO,271871
Shivdaha BO,271871
Dwarnari BO,713403
Ramgopalpur BO,713403
Bhubankhali BO,743349
Baharu Ramkrishnapur BO,743610
Chakparan Kantakhali BO,743610
Dhamua BO,743610
Durgapur Baruipur BO,743610
Balarampur BO,743354
Ghoradah BO,743354
Gilarchat BO,743354
Kayalerchak BO,743354
Lalpur BO,743354
Bonhooghly BO,700103
Nepalganj BO,700103
Chhotrisher Hat BO,743338
Koabati BO,743338
Kultali BO,743338
Naskarpara Jalaberia BO,743338
Purba Ranaghata BO,743338
Taltala BO,743338
Tangrabichi BO,743338
Bat Tali BO,743611
South Ramnagar BO,743387
Baruipur Bazar BO,743387
Achintanagar BO,743383
Kedarpur BO,743383
Kishorimohanpur BO,743383
Nagendrapur BO,743383
Narayanipur BO,743383
Paschim Jata BO,743383
Balbhaddrapur BO,271875
Dihwa BO,271875
Hardutt Nagar BO,271875
Soharwa BO,271875
Charda BO,271881
Jalalpur BO,271881
Makanpur BO,271881
Basantapur BO,271830
Arasapattu B.O,614019
Ragavambalpuram B.O,614019
Ukkadai B.O,614401
Ayyampet R.S B.O,614211
Kalathur B.O,612802
Bichhiya BO,271841
Newada BO,271830
Sujauli BO,271841
Rautapur BO,273209
Gangapar BO,273412
Khakhaichkhor BO,273412
Kodarpandey BO,273412
Mohaljalkar BO,273412
Narayanpur BO,743126
Padmalavpur BO,743126
Puranandapally BO,743165
Beraberia BO,700121
Suryapur BO,700121
Purbabidyadharpur BO,743127
Kuchuighata BO,731201
Hatserandi BO,731240
Baram BO,731103
Itagoria BO,731103
Narasinghapur BO,731103
Dadrauli Bhawaniapur BO,225206
Kandhaipur BO,225206
Mushkabad BO,225206
Ambaur BO,225412
Baghaura BO,225412
Mahmoodabad BO,225412
Palhari BO,225412
Akhtiyarpur  Sharifabad BO,225122
Gehendwar BO,225122
Sarai Parsanda BO,225122
Baddoopur BO,225306
Chiraiya BO,225125
Kandarwal BO,225304
Lalpur Karauta BO,225304
Basara BO,225305
Belahara BO,225305
Bheriya BO,225305
Jagsenda BO,225305
Talgaon BO,225305
Bansgaon BO,225415
Gidrapur BO,225415
Hadha BO,225415
Kaudia BO,276141
Maniyar Pur BO,276141
Pach Khaura BO,276141
Baksh Pur BO,276303
Irani BO,276303
Kammar Pur BO,276303
Madharsia BO,276208
Ora BO,276208
Nardah BO,276305
Araji Amani BO,276139
Pinakot BO,246123
Sankarsain BO,246123
Jamri BO,249301
Sirala BO,249301
Kamalpur BO,246194
Kholachauri BO,246194
Salda BO,246194
Kimoli BO,246113
Tangroli BO,246113
Tairi BO,246146
Chamrara BO,246147
Jhanjhar BO,246148
Kingorikhal BO,246163
Siron BO,246163
Tharapdhar BO,246163
Barkot BO,246175
Olna BO,246175
Bishald BO,246164
Champeshwar BO,246164
Nisni BO,246001
Sikukhal BO,246165
Dakshin Satali BO,735214
Madhubagan BO,735215
Atiabaribagan BO,735217
Brajerkuthi BO,736202
Purba Khalisamari BO,736202
Telepara BO,736202
Barodaldali BO,736203
Pukurigram BO,736203
Jogendranagar BO,736204
Kalabaria BO,736204
Uttar Simlabari BO,736204
Raipur BO,731204
Rupaspur BO,731123
Bhurkuna BO,731102
Ganra BO,731124
Ghoratori BO,731124
Jhirul BO,731124
Kandighi BO,731124
Dhalla BO,731214
Moukhira BO,731214
Sunmuni BO,731214
Gohaliara BO,731126
Nagari BO,731126
Patharchapuri BO,731126
Sajina BO,731126
Tantipara BO,731126
Hazratpur BO,731125
Pursundi BO,731125
Bandar BO,731215
Belai BO,731215
Srikrishnapur BO,731215
Daskalgram BO,731302
Dhrubabati BO,731302
Fewgram BO,731302
Nurpur BO,731302
Sardar Nagar BO,262001
Bahanpur BO,262001
Roopur Kamaloo BO,262001
Dang BO,262001
Richhaula BO,262001
Sakhaula BO,262001
Tirkunia BO,262121
Bhopatpura BO,262203
Parasi Ramkishan BO,262203
Pauta Kalan BO,262203
Morar H.O,474006
Mahishmuri BO,736172
Nutanbash BO,736145
Phulbari BO,736145
Barogharia Garkuta BO,736146
Bhangamore BO,736146
Khalishamari BO,736146
Shikarpur BO,736146
Khagrabari BO,736179
Mahish Bathan BO,736179
Barasakdal BO,736169
Baikunthapur BO,736156
Chhatbarachauki BO,736156
Dawaguri BO,736156
Krishnapur BO,736156
Fitkasani BO,342015
Asarlai BO,342025
Bhalu Rajwan BO,342025
Jethania BO,342021
Ketu Kallan BO,342025
Dheerpura BO,342025
Bhomsagar BO,342022
Chaba BO,342022
Dev rajgarh BO,342022
Kali Beri BO,342024
Malunga BO,342024
Salori BO,342024
Siyada BO,342028
Balarwa BO,342306
Devania BO,342306
Indroka BO,342306
Annapur BO,224181
Aribpur Ramnagar BO,224181
Mubarakpurpikar BO,224176
Mundiyari BO,224176
Tandwa Bharatpur BO,224176
Bagahi BO,274407
Barwa Raja Pakar BO,274407
Laxmipur Baboo BO,274407
Bahadur Pur BO,274409
Jabahi Dayal BO,274409
Pipara Agarwa BO,274409
Vedupar BO,274409
Mirzapur BO,224125
Pakhanpurbichaila BO,224125
Dhadha Buzurg BO,274207
Naumunda BO,274207
Pakari BO,274207
Parsauni Buzurg BO,274407
Bhadohi BO,224159
Dharamganj BO,224152
Mustafabad BO,224152
Saya BO,224152
Bahorikpur BO,224168
Baramadpur Lohra BO,224168
Chanaipur BO,224168
Kudia Chitauna BO,224168
Subhakarpur BO,224168
Bankata Bujurg BO,224176
Marar Bindwalia BO,274306
Puraini BO,274306
Khairi BO,274802
Madanpur Bherihari BO,274802
Katariya Yaqubpur BO,224122
Mubarakpur Daiyadeeh BO,224122
Dewara Jadid II BO,276137
Raut Mau BO,276406
Shahgarh BO,276406
Bharathipur BO,276123
Tandadeeh BO,276123
Babu Ki Basti BO,276305
Beenapara BO,276305
Hassaur BO,225415
Qusba Ichauli BO,225415
Ranikatra BO,225415
Bhilwal BO,225126
Ganehari BO,225126
Garhi BO,225126
Hasanpur BO,225126
Loni Katra BO,225126
Manodharpur BO,225126
Mohammadpur BO,225126
Mamsi Khurd BO,210125
Narayanpur BO,210125
Pannah BO,210125
Hastam BO,210120
Khurhand BO,210120
Nagnedi BO,210120
Sahewa BO,210120
Birauna BO,210129
Gurha Kalan BO,210129
Kalinjar BO,210129
Nahri BO,210129
Pangara BO,210129
Baraimanpur BO,210001
Nanded H.O,431601
Mahokhar BO,210001
Goeramugli BO,210001
Achharaund BO,210001
Paschim Sripatinagar BO,743383
Pranballavpur BO,743395
Kamakshyapur BO,743611
Purba Boyarsingh BO,743611
Ramgopalpur BO,743387
Gadeora BO,241121
Bamhna Khera BO,241122
Masit BO,241122
Khanigaon Khurd BO,241401
Naseoli Gopal BO,241401
Sahpur Nau BO,241401
Behendar Khurd BO,241201
Dewari BO,241201
Jarha BO,241201
Kudauni BO,241201
Bahera Rasoolpur BO,241125
Kaimi BO,241125
Todarpur Gaon BO,241125
Tolwa Aat Danpur BO,241125
Beruwa BO,241304
Bhikpur Aima BO,241304
Harraiya BO,241304
Jarauwa BO,241304
Kuniya BO,241304
Majhigawan BO,241304
Ugpur BO,241304
Bani BO,241202
Majhigawan BO,241202
Dahigawan BO,241301
Jareuli Sherpur BO,241301
Tundwal BO,241301
Bahuti BO,241203
Majhigawan Gadeora BO,241203
Mohammadpur Belwaran BO,241203
Tikra Khurd BO,241203
Subhan Khera BO,241305
Terwa Dahigawan BO,241305
Lahorighat S.O,782127
Kamarganti BO,743502
Ernakulam HO,682011
Bhalanagar BO,742121
Nowda BO,742121
Pardiar BO,742121
Lokenathpur BO,742189
Nischintapur BO,742165
Nutanpararaipur BO,742165
Rajdharpara BO,742165
Shibnagar Laskarpur BO,742406
Ghoramara BO,742133
Hareknagar BO,742133
Fagupur BO,713104
Jaragram BO,713404
Bahirghanna BO,713406
Goligrammathurapur BO,713406
Uchhagram BO,713406
Bhuri B.O,713406
Dignagar BO,713128
Genna Deriapur BO,713128
Jorhat Engg College S.O,785007
Kakajan S.O,785107
Lahdoigarh Chariali S.O,785700
Titabor S.O,785630
Borhat S.O,785693
Sonari S.O (Sibsagar),785690
Bokajan S.O,782480
Donkamokam S.O,782485
Jamunamukh S.O,782428
Jogijan Bazar S.O,782429
Manja S.O,782461
Sitakundu BO,743387
Purba Nischintapur BO,700138
Dakshin Kashinagar BO,743383
Damkal BO,743383
Kuemuri BO,743383
Nagenabad BO,743383
Purba Dwarikapur BO,743383
Uttar Kankandighi BO,743383
Kamrabad BO,700150
Nayabad BO,700150
RAMKRISHNA PALLY BO,700150
Digberia BO,743395
Mandir Bazar BO,743395
Debisabad BO,743376
Rajgarh (Dibrugarh) S.O,786611
Santipara S.O,786001
Tengakhat S.O,786103
Dhakuakhana S.O,787055
Islamgaon S.O,787054
Laluk S.O,784160
Panigaon S.O,787052
Kachharia Para BO,741122
Natna Patabuka BO,741122
Bagberia BO,741123
Charuitipi BO,741123
Beonta BO,743502
Chandibari BO,743502
Dharmatala Panchuria BO,743502
Pawwadhar BO,262522
Jhuni BO,262501
Bagore BO,742136
Khosbaspur BO,742136
Dharamtul S.O,782412
Jaluguti S.O,782104
Thalassery HO,670101
Guna H.O,473001
Keleti BO,713128
Mahata BO,713128
Paligram BO,713128
Shar BO,713128
Kashiara BO,713407
Sonapalashi BO,713407
Bahadurpur BO,713408
Motihari Court SO,845401
Rajepur Champaran SO,845406
Rajpur SO East Champaran,845432
Ramgahrwa SO,845433
Raxaul SO,845305
Sugauli SO,845456
Turkaulia SO,845437
56 F B.O,335024
Debari Kalan BO,271603
Ujjaini Kalan BO,271603
Alambadi B.O,621107
Agaramsigur B.O,621108
Ogalur B.O,621108
Chakbhagsar B.O,335001
Chak 5 E Chhoti B.O,335001
12 Z B.O,335001
Sahuwala B.O,335001
Chak 20 GG B.O,335001
90 Gb B.O,335701
Bhatiwala B.O,335701
39 Ps B.O,335021
Chak 75 NP B.O,335021
Chak 11 G Choti B.O,335022
Chak 3h Choti B.O,335022
Rattewale B.O,335022
Tatarsar B.O,335022
Chak 28 H B.O,335023
Dhanoor B.O,335023
15 Ff B.O,335024
Belbharia BO,271602
Bisambharpur BO,271602
Dulhapur BO,271602
Dutt Nagar BO,271602
Binuhani BO,271202
Bishunpur Sangam BO,271202
Ranipur BO,271202
Devtaha BO,271209
Jhalidham BO,271204
Kamrawan BO,271204
Pipra Bhodhar BO,271204
Pirwartara BO,271204
S.Aduthurai B.O,621108
Thirumanthurai B.O,621108
Vadakkalur B.O,621108
Ayilur B.O,621113
Puduvettakudi B.O,621716
Brammadesam B.O,621115
Elumur B.O,621115
Fathimapuram B.O,621115
Vembavur B.O,621116
Venganur B.O,621116
Perumathur B.O,621717
Vaithiyanathapuram B.O,621717
Banni Kharela BO,261145
Hathiya Gazipur BO,261145
Munderi BO,261145
Purwa Dasa Pur BO,261145
Akbapur BO,261401
Arthapur BO,261401
Garasa BO,261401
Qutubnagar BO,261401
Atwa BO,261402
Bhithauli Chitrakoot BO,261402
Bhadebhar BO,261404
Bahadurnagar BO,261151
Ootathur B.O,621109
Seedevimangalam B.O,621109
Namangunam B.O,621716
Bargawan BO,261151
Bhakuraha BO,261151
Kamargoria BO,713408
Parbatpur BO,713408
Lakhuria BO,713131
Bhojo S.O,785691
Lakowah S.O,785688
Lakwah R.S. S.O,785698
Moran S.O,785669
Moranhat S.O,785670
Sapekhati S.O,785692
Bokajan C F S.O,782490
Dhansripar S.O,782470
Kheroni S.O,782448
Lumding S.O,782447
Sankardev Nagar S.O,782442
Daboka S.O,782440
Charing S.O,785661
Demow S.O,785662
Hahchara S.O,785701
Kaloogaon S.O,785666
Nemuguri S.O,785674
Machkhowa S.O,787058
Simen Chapori S.O,787061
Barhampur S.O,782102
Batadraba S.O,782122
Dhing S.O,782123
Itachali S.O,782003
Kathiatoli S.O,782427
Rupahi S.O,782125
Samaguri S.O,782140
Amguri Haloating S.O,785681
Disangmukh S.O,785663
Geleky S.O,785696
Jhanji S.O,785683
ONGC Colony S.O,785697
Rajmai S.O,785672
Simaluguri S.O,785686
Ashoknagar H.O,473331
Gerukamukh S.O,787035
Musabbarpur BO,261151
Gonda Deoria BO,261204
Kothwal BO,261204
Golok Kondar BO,261205
Gwari BO,261205
Itauri BO,261205
Kankari BO,261205
Kodaura BO,261205
Meer Nagar BO,261206
Pahla BO,261206
Rampur Kalan BO,261206
Bari BO,261303
Baunabhari BO,261303
Chauriya BO,261303
Kadambur B.O,621110
Eraiyur B.O,621113
Siruganpur B.O,621113
Kavulpalayam B.O,621220
Kadur B.O,621716
Kilaperambalur B.O,621716
Vayalur B.O,621716
Karianur B.O,621117
Pimbalur B.O,621117
Thiruvalandurai B.O,621117
Kilapuliyur B.O,621115
Ranjankudi B.O,621115
Krishnapuram B.O,621116
Thondapadi B.O,621116
Andikurumbalur B.O,621717
Kilumathur B.O,621717
Olaipadi B.O,621717
Belwa Baharurpur BO,261145
Marsanda BO,261145
Ulara BO,261145
Ambagan S.O,782120
Baligaon S.O,782144
Bebejia S.O,782142
Chapanalla S.O,782135
Juria S.O,782124
Missa S.O,782138
Puranigudam S.O,782141
Silghat S.O,782143
Usmanpur Sarfra BO,242127
Gurri BO,242306
Padrasikandarpur BO,242306
Uchaunlia BO,242306
Kahelia BO,242406
Khiriaheer BO,242406
Saraura BO,242406
Birsinghpur BO,242307
Rudrapur BO,242307
Kulberia BO,743502
Shankshar BO,743502
Muchisa BO,743377
Sonaria Naiya BO,743377
Narayanpur BO,743363
Harbhangi BO,743329
Hironmoypur BO,743312
Joygopalpur Natunhat BO,743312
Nafarganj BO,743312
Sonakhali BO,743312
Khagramuri BO,700140
Calicut HO,673001
Koyilandi HO,673305
Kulti Lock Gate BO,743502
Sonapukur BO,743502
Malappuram HO,676505
Ponani HO,679577
Kumar Shanda BO,742136
Kolla BO,742140
Purandarpur BO,742140
Badua BO,742147
Haripur BO,742147
Indrani BO,742159
Chaitpur BO,742161
Dakshin Raipur BO,743318
Kamra BO,743318
Poali BO,743318
Bargagan Gohalia BO,743503
Bhataria BO,743503
Charashyamdas BO,743503
Doulatabad BO,743503
Gotalahat Krishnapur BO,743503
Kaikhali Boinchbati BO,743503
Uttar Kasthamahal BO,743503
Bawali Chandipur BO,700137
Bawali BO,700137
Boria BO,743329
Daharani BO,743329
Kachiamara BO,743329
Kumrakhali BO,743329
Matherdighi BO,743329
Tengrakhali BO,743329
Titkumar BO,743329
Noridana BO,743330
Amtali BO,743378
Bara Mollakhali BO,743378
Kumirmari Narendrapur BO,743378
Taranagar BO,743378
Baharu BO,743372
Kashimpur BO,743372
Dingelpota BO,700151
Bahirchak BO,743399
Bhajna Benepara BO,743399
Bhagabanpur BO,743399
Raghudebpur BO,743399
Ramchandrapur BO,743399
Siddhiberia BO,743399
Taranagar BO,743399
Luktara BO,210001
Banda Katra BO,210001
Durendi BO,210001
Basahari BO,210001
JAMALPUR,210001
Khambhaura BO,210201
Pachokhar BO,210201
Pindkhar BO,210201
Aliha BO,210121
Bagehta BO,210121
Palhari BO,210121
Patwan BO,210121
Sathi BO,210121
Harhamafi BO,210202
Pauhar BO,210202
Bachhaundha BO,210203
Bisandi BO,210203
Para BO,210203
Bichhwahi BO,210123
Gugauli BO,210123
Madhupur BO,231216
Domanpur BO,231306
Hansipur BO,231306
Khanpur BO,231306
Magarahan BO,231306
Parsipur BO,228155
Sohgauli BO,228155
Bahrauli BO,222302
Barua BO,222302
Maksudan BO,222302
Narharpur BO,222302
Shankarpur BO,222302
Tato Muraini BO,222302
Dewarh BO,222303
Bishra BO,743504
Dostipur BO,743504
Mohirampur BO,743504
Puratan Ramgarh BO,743504
Hasimnagar BO,743513
Iyarpur BO,743513
Pikhira BO,743513
Sitalatala Rajarampur BO,743513
Barakaipukur BO,743336
Bireswarpur BO,743336
Gazipur BO,743336
Purba Chandpur BO,743336
Roypur Dayarampur BO,743336
Birudiha BO,713148
Pokhri BO,262522
Timta BO,262522
Chandpur BO,742121
Garibpur BO,742121
Mohammadpur BO,742121
Patikabari BO,742121
Jalalpur BO,742189
Kashipur Murshidabad  BO,742189
Rampara BO,742189
Takipur BO,742189
Kalitaladiar BO,742165
Bhagirathpur BO,742406
Chhabilpur BO,202280
Ganiyabali BO,202280
Ghazipur BO,202280
Izzatpur BO,202280
Gorai BO,202145
Mohkampur Garia BO,202145
Bakania BO,262202
Behti BO,262202
Bautia BO,731243
Chilinpur BO,731243
Harioka BO,731243
Bonha BO,731221
Mitrapur BO,731221
Panchahar BO,731221
Tirogram BO,731221
Beliamritunjoypur BO,731223
Kusumba BO,731223
Chakaipur BO,731223
Bonorampur BO,731222
Bansanka BO,731121
Gargaria BO,731121
Panrui BO,731121
Chowhatta BO,731201
Hatia BO,731201
Laghosa BO,731201
Nimgoria BO,731201
Jalandi BO,731240
Pafuri BO,731240
Panchsowa BO,731240
Junidpur BO,731103
Langulia BO,731103
Tapaspur BO,731104
Muluk BO,731204
Ujjarpar BO,273412
Bahrampur BO,273016
Amrahwa BO,271803
Jamdan BO,271803
Kalkalwa BO,271803
Mahdeiya BO,271805
Barao Nansar BO,272153
Rampur Jaisingh BO,224122
Bewana BO,224122
Tajpur BO,224122
Sohrauna,274802
Khajuri Bazar BO,274305
Kushumhi BO,274305
Pakariyar Bazar BO,274305
Rambar Buzurg BO,274305
Sidhawey BO,274305
Gauri Jagdish BO,274406
Daudpur BO,224210
Kurki Bazar BO,224210
Baniyani BO,224129
Majhgawan BO,224129
Makoiya BO,224129
Sheotara BO,224129
Bangaon BO,224132
Natabari BO,736156
Dakhinkasimnagar BO,721632
Dayaldasi BO,721632
Kalyanpur BO,721632
Haripur BO,721631
Kendamari BO,721631
Naynan BO,721631
Brindabanpur BO,721633
Chaknan BO,721633
Ektarpur BO,721633
Gopinathpur BO,721633
Dakshinmoyna BO,721629
Moynakalagachia BO,721629
Thodupuzha HO,685584
Lashkar H.O,474001
Amtaura BO,273212
Bargahan BO,273212
Jhuriya BO,273212
Pakari Araji BO,272125
Sangath BO,272125
Sumha BO,272125
Bhainsahi BO,272176
Kali Jagdishpur BO,272176
Mukhlishpur BO,272176
Onia BO,272176
Baijnathpur BO,272165
Bharwal Parvata BO,272165
Katarsoyam BO,272165
Mundera Shukul BO,272165
Tanda BO,272165
Tighra BO,272165
Belduha BO,272164
Govindpur BO,272164
Popaya BO,272164
Taraini BO,272164
Vishwanathpur BO,272164
Bhujaini BO,272175
Deegha BO,272175
Gandhigram BO,272175
Ratnagiri H.O,415612
Panvel H.O,410206
Malkegaon BO,229215
Deopur BO,229212
Gajpati Khera BO,229212
Samodha BO,229212
Deogaon BO,229211
Shibpur BO,736172
Baranatabari BO,736145
Pakhihaga BO,736145
Andaran Pakhihaga BO,736146
